url,headline,date of published,article_content
https://selangorjournal.my/2024/07/father-convicted-of-sexually-assaulting-daughters-gets-sentence-reduced/,Father convicted of sexually assaulting daughters gets sentence reduced,2024-07-16T19:12:29+08:00,"PUTRAJAYA, July 16 — The Court of Appeal has reduced the 34-year prison sentence of a man convicted of physical sexual assault of his three young daughters to 26 years. However, the three-judge panel led by Datuk Che Mohd Ruzima Ghazali upheld the 10 strokes of caning initially imposed by the Sessions Court on the 45-year-old father of six. The panel, which included judges Datuk Ahmad Zaidi Ibrahim and Mohamed Zaini Mazlan, dismissed the accused’s appeal against his conviction but granted his appeal for a sentence reduction. Justice Che Mohd Ruzima said the man failed to adduce any errors in the Sessions Court’s findings, and the High Court had also affirmed the lower court’s decision. In 2022, the former driver was found guilty by the Sessions Court on five counts of sexually assaulting his daughters, 12, 10, and five, in a house in Taman Kledang, Perak, on June 4, 2019, May 4, 2019, and May 7, 2019, respectively. He faced two counts of sexually assaulting his 12-year-old, two counts of similar offences against his 10-year-old, and one count of sexually assaulting his five-year-old. The accused was sentenced to a total of 34 years in prison with 10 strokes of the cane for all the offences, and in March last year, the High Court affirmed both his conviction and sentence. He was sentenced to eight years in prison with two strokes of the cane for each count involving his older daughters and 10 years imprisonment with two strokes of the cane for the offence against his five-year-old daughter. Today, the Court of Appeal reduced the initial eight-year jail term to six years and lowered the 10-year imprisonment to eight while upholding the caning. Deputy public prosecutor Atiqah Abdul Karim @ Husaini appeared for the prosecution, while the man was represented by lawyer Kathan Maruthamuthu from the National Legal Aid Foundation. — Bernama "
https://selangorjournal.my/2024/07/consultant-charged-with-laundering-nearly-rm1-mln/,Consultant charged with laundering nearly RM1 mln,2024-07-16T17:08:37+08:00,"TAIPING, July 16 — An investment consultant pleaded not guilty in the Sessions Court today to four counts of money laundering amounting to nearly RM1 million in July last year. Saiful Nizam Saharuddin, 39, entered the plea after the charges were read out to him before Judge Sharifah Norazlita Syed Salim Idid. According to the charges, Saiful, the owner of PMBIS Growth Venture, transferred RM926,427.53 in proceeds from unlawful activities to accounts belonging to four individuals through four transactions. All the offences were allegedly committed at CIMB Islamic Bank Berhad, Centro Mall Branch, Klang, Selangor, on July 27 last year. The charges were framed under Section 4(1)(b) of the Anti-Money Laundering and Anti-Terrorism Financing and Proceeds of Unlawful Activities Act 2001, which provides imprisonment for up to 15 years and can also be fined not less than five times the amount or value of the proceeds from the unlawful activity or RM5 million, whichever is higher if convicted. Deputy Public Prosecutor Nurul Wahida Jalaluddin offered bail at RM30,000 for each charge, as the offences were serious and of public concern. Lawyer Pang Tek Kit, representing the accused, requested a lower bail, stating that his client is struggling to find a job due to the case and has three children aged one to 11 to care for. The court then set bail at RM15,000 with one surety with one surety for each charge and ordered Saiful Nizam to report to the nearest police station on the first day of each month. The case has been set for mention on August 22. — Bernama "
https://selangorjournal.my/2024/07/cops-arrest-eight-foreigners-over-death-of-factory-worker-in-puchong/,Cops arrest eight foreigners over death of factory worker in Puchong,2024-07-14T14:40:55+08:00,"PUTRAJAYA, July 14 — The police have arrested eight foreign men aged between 30 and 45 for an investigation into the death of a 30-year-old foreign factory worker in Pulau Meranti, Puchong, last Friday. Sepang District Police Chief ACP Wan Kamarul Azran Wan Yusof said they were arrested at their respective homes in Pulau Meranti and Kampung Baru, Sungai Buloh, at about 11pm the same day. Following the arrest, he said, the police also found a stick believed to be used to hit the victim. “At about 9.40am last Friday, the (Sepang District) police received a report from a Cyberjaya Hospital medical officer who informed that a man of foreign nationality had been sent to the hospital in an unconscious state.  “He was bleeding on the leg and hand,” he said in a statement today. Kamarul Azran said the case is being investigated under Section 302 of the Penal Code.  He advised the public not to make any speculations or share inaccurate information to avoid disrupting the investigation or causing public annoyance. — Bernama "
https://selangorjournal.my/2024/07/cops-bust-kampung-chicken-investment-scam-disguised-as-charitable-organisation/,Cops bust kampung chicken investment scam disguised as charitable organisation,2024-07-12T16:11:39+08:00,"KUALA LUMPUR, July 12 — The police have toppled a kampung (free range) chicken investment scam syndicate which caused over RM3.2 million in losses via raids across several states on June 26. Bukit Aman Commercial Crime Investigation Department director Datuk Seri Ramli Mohamed Yoosuf said the states include Perak, Selangor, Kuala Lumpur, Melaka, Terengganu, and Labuan. The raids led to the arrests of 11 individuals aged between 38 and 56, including the organisation’s founders, directors, and volunteers. “Initial investigations revealed that the scam syndicate, operating under the guise of Pertubuhan Amal Kita Kinta, Perak, had been active since early last year, promising returns of either one kampung chicken or RM13 per month for every RM250 invested. “Investors deposited funds into the organisation’s bank account. However, from September 2023 onwards, they stopped receiving the promised returns. “A total of 85 police reports on the case were received nationwide,” he said at a press conference today. The police seized 13 luxury vehicles, 13 gold chains, two gold rings, 20 smartphones, 17 laptops, eight chequebooks, 37 bank cards, 2,143 sheep, and numerous documents suspected to be related to the scam. They also froze the organisation’s 34 bank and unit trust accounts, totalling RM6.5 million, under the Anti-Money Laundering, Anti-Terrorism Financing, and Proceeds of Unlawful Activities Act 2001. Ramli said the case is being investigated under Section 420 of the Penal Code. On a separate note, he advised the public to exercise caution when making donations, especially if it involved unregistered individuals or organisations. The public’s tendency to sympathise and offer help to individuals facing adversity creates opportunities for unscrupulous individuals to exploit these sentiments for financial gain under the guise of charity. “The public must ensure that their donations are made only to registered organisations that undergo audit processes. They also need to know how the donations are used. “Bank accounts of organisations collecting donations must also undergo audits to ensure that the funds received are directed to the intended parties,” Ramli emphasised. He was commenting on the recent arrests related to the misappropriation of donations. Yesterday, a social media influencer couple was remanded for four days to assist in an investigation into the alleged misappropriation of donations. A source from the Malaysian Anti-Corruption Commission disclosed that the couple has been suspected of misappropriating public donations, estimated at RM3 million, since 2020. In another instance, the police arrested a man on July 9 at his residence in Wangsa Maju for allegedly being involved in a fraud case related to the collection of donations since last year, resulting in losses exceeding RM140,000. — Bernama "
https://selangorjournal.my/2024/07/cops-nab-18-for-alleged-involvement-in-online-forex-scam/,Cops nab 18 for alleged involvement in online forex scam,2024-07-12T16:07:23+08:00,"KUALA LUMPUR, July 12 — Eighteen individuals, including a foreign woman, have been arrested on suspicion of being involved in online forex fraud targeting victims from South Korea and the United States (US). Wangsa Maju district police chief ACP Mohamad Lazim Ismail said the suspects, comprising 16 local men, one local woman, and a foreign woman, were arrested at two condominium units on Jalan Ampang at 6pm on Wednesday (July 10). The police also seized 62 types of equipment, including 18 computers and 43 mobile phones, during the raid. “The modus operandi (of this syndicate) was getting people to invest in non-existent forex investment schemes, targeting South Korean and US citizens. “They would invite investors to invest using the ‘Poly X’ platform, promising a return of 1.5 per cent profit. However, it is believed that after investing, they did not receive the promised returns,” he said in a statement today. Lazim said the suspects were believed to have been carrying out their activities for the past three months and received a payment of RM3,000 per month. “The suspects were remanded for one day (yesterday). The value of the profits obtained and the ownership of the premises are still under police investigation,” he said, adding that the case is being investigated under Section 420 of the Penal Code for fraud. — Bernama "
https://selangorjournal.my/2024/07/duo-charged-with-trafficking-underage-girls/,Duo charged with trafficking underage girls,2024-07-12T13:58:43+08:00,"KANGAR, July 12 — Two friends, including an underage girl, pleaded not guilty in the Sessions Court today to two charges of trafficking two underage girls for sexual exploitation on July 2. For the first charge, Shakila Latiff, 25, and her 17-year-old friend were charged together with trafficking a 16-year-old teenage girl for sexual exploitation at a hotel along Persiaran Jubli Emas at 6.20pm on July 2. As for the second charge, the two accused were charged with committing the same act involving another 14-year-old girl in a separate room at the same hotel at 6.25pm on the same date. They were charged under Section 14 of the Anti-Trafficking in Persons and Anti-Smuggling of Migrants Act 2007, read together with Section 34 of the Penal Code, which provides for life imprisonment or imprisonment for a period of not less than five years and can be whipped if convicted. Deputy Public Prosecutor Alia Suzila Chek Pi handled the prosecution of the case, and the accused were not represented. Judge Musyiri Peet allowed both accused to be bailed at RM15,000 with one surety for the first charge and RM10,000 with one surety for the second charge. The two accused were also subject to additional conditions, including reporting to the nearest police station every month and not being allowed to approach prosecution witnesses and victims. The court fixed August 22 for the re-mention of the case. — Bernama "
https://selangorjournal.my/2024/07/police-detain-39-foreign-women-in-massage-parlour-crackdown/,Police detain 39 foreign women in massage parlour crackdown,2024-07-07T16:34:14+08:00,"KUALA LUMPUR, July 7 — A total of 39 foreign women were detained by police on Friday (July 6) following raids on 10 massage parlours in the Klang Valley, where they were allegedly employed as masseuses and sex workers. Bukit Aman Anti-Vice, Gambling, and Secret Societies Division (D7) principal assistant director SAC Mohamad Farouk Eshak said the women arrested included 22 Thais, six Laotians, five Vietnamese, five Indonesians, and one Cambodian, aged between 19 and 50. Nine men were also held, one of them a foreign national who worked as a counter attendant and a customer. “These massage parlours were suspected of hiring foreign women without valid permits and providing immoral activities. “Most of these parlours catered solely to regular customers and foreign nationals, with service prices ranging from RM50 to RM320,” he said when contacted. Checks revealed that most of the detained foreign women had misused their social visit passes and lacked identification documents, and the case is being investigated under Section 372B of the Penal Code and the Immigration Act 1959/63. In a separate case, two men suspected of organising football betting activities for EURO 2024 were arrested yesterday in two condominium units at Jalan Genting Klang and Taman Wahyu. Farouk said investigations found that the two individuals were earning between RM3,000 and RM5,000 per month, with the betting operations reportedly earning up to RM12,000 every day. — Bernama "
https://selangorjournal.my/2024/07/muar-car-chase-ends-in-suspects-death-two-cops-badly-injured/,"Muar car chase ends in suspect’s death, two cops badly injured",2024-07-04T23:04:33+08:00,"MUAR, July 4 — Two MPV patrolmen from Muar police headquarters ended up badly injured while a suspect died in a car chase at Jalan Benteng Parit Kongsi 4, Parit Jawa, at 4am today. Muar police chief ACP Raiz Mukhliz Azman Aziz said when the two policemen, aged 40 and 41, on patrol duty, tried to stop a car for inspection, the suspect in a Toyota Vios car fled towards Parit Jamil. “With the police MPV in hot pursuit and siren on during the chase, both vehicles skidded and crashed into a ditch, with the suspect’s car catching fire and causing death,” he said in a statement today. The two patrolmen suffered serious injuries and were taken to the Sultanah Fatimah Specialist Hospital (HPSF) in Muar, while the suspect’s body was sent to its Forensic Unit for an autopsy and a DNA test to ascertain the identity. “An investigation paper was opened under Section 41(1) of the Road Transport Act 1987 and Section 186 of the Penal Code. Witnesses are asked to come forward to assist the investigation,” Raiz said. — Bernama "
https://selangorjournal.my/2024/07/cops-on-lookout-for-hit-and-run-driver-who-sideswiped-four-cars-in-cheras/,Cops on lookout for hit-and-run driver who sideswiped four cars in Cheras,2024-07-04T22:58:03+08:00,"KUALA LUMPUR, July 4 — The Police are tracking down a driver who crashed into four cars on Jalan Cheras from the direction of the city centre heading towards PGRM before the Sunway Medical Centre at the traffic light intersection yesterday. Kuala Lumpur police chief Datuk Rusdi Mohd Isa said they received police reports from the four vehicle owners, who were victims in the accident, at 9.40pm when a Honda City car hit four stationary cars from behind at the Sunway Medical Centre traffic lights. “The suspect’s vehicle hit a Perodua Bezza on the right side, an Inokom Atos car in the rear, a Suzuki Swift on the right side and a Perodua Alza on the left side. The suspect then stopped the vehicle near the Sunway Medical Centre lobby and fled,” he said today. The police later found assorted packets of methamphetamine, Eremin Five, ketamine, and seven Ecstasy pills worth RM10,577 in the runaway car, besides three mobile phones, and two residential access cards. “Anyone with information about the incident can contact the Cheras police hotline at 03-9284 5050/ 5051 or the KL Traffic hotline at 03-2071 9999/ 03-2071 9777 or the KL police hotline at 03-2115 9999 or the nearest police station,” Rusdi said. — Bernama "
https://selangorjournal.my/2024/07/mans-death-sentence-for-killing-transwoman-commuted-to-38-years-jail/,Man’s death sentence for killing transwoman commuted to 38 years’ jail,2024-07-04T19:05:03+08:00,"PUTRAJAYA, July 4 — A former scrap metal dealer’s death sentence for killing a transvestite 15 years ago was commuted to 38 years in jail by the Federal Court today. A three-judge panel comprising Chief Justice Tun Tengku Maimun Tuan Mat, Federal Court judges Datuk Nordin Hassan and Datuk Abu Bakar Jais, allowed V. Raja’s review application under the Revision of Sentence of Death and Imprisonment for Natural Life (Temporary Jurisdiction of the Federal Court) Act 2023. Justice Tengku Maimun ordered the prison sentence on Raja to begin from the date of his arrest on May 23, 2010, and also imposed 12 strokes of caning. Raja, 35, was found guilty by the High Court in 2012 for killing M. Kanan, 42, at a flood retention pond in Lorong Air Jernih, Setapak, Kuala Lumpur, between 1am and 2am on August 24, 2009. He failed in his appeals to overturn his conviction and death sentence at the Court of Appeal in 2013 and Federal Court in 2015. Earlier, Deputy Public Prosecutor (DPP) Zulkpli Abdullah urged the court to uphold the death sentence, citing the extremely brutal nature of the murder and its apparent lack of motive based on the facts of the case. He said on the night of the murder, Raja and a group of his friends went in a van to the location of the deceased. The deceased, who was a transgender woman and worked as a prostitute, was forced to enter the van and have sexual intercourse with Raja, who later stabbed her with a knife. Raja’s lawyer T. Vijayandran had earlier pleaded for the court to give his client a chance to have his death sentence commuted to life imprisonment. Meanwhile, the same panel commuted the death sentence imposed on Indonesian Edi Eko Saputro to 36 years in jail for murdering his lover after allowing his review application under the same Act. Justice Tengku Maimun also sentenced Edi Eko, 39, to 12 strokes of the cane and his jail term to start from the date of his arrest on July 31, 2011. Edi, a labourer, was sentenced to death by the High Court in 2012 for killing Nestriana, also an Indonesian, at a house in Kampung Rumah Sepuluh, Plentong, Masai, Johor, at 10.20am on July 31, 2011. His appeals were dismissed by the Court of Appeal in 2014 and by the Federal Court the following year. DPP Mohd Fairuz Johari requested the court to uphold the death sentence, saying that the deceased was struck three times on the head with a bag containing a large rock. However, Edi’s lawyer Choong Kak Sen appealed for it to be commuted to life imprisonment, saying it was “a crime of passion”. He added that his client and the deceased were lovers, and he had struck her after suspecting her of having an affair with another man. — Bernama "
https://selangorjournal.my/2024/07/former-company-owner-jailed-six-months-for-concealing-womans-rm1-3-mln/,Former company owner jailed six months for concealing woman’s RM1.3 mln,2024-07-03T23:08:01+08:00,"KUALA LUMPUR, July 3 — A former construction and renovation company owner was sentenced to six months in prison by the Sessions Court today after he pleaded guilty to transferring and concealing over RM1.3 million belonging to a woman related to a job offer advertised on Facebook. Judge Hamidah Mohamed Deril sentenced Azwan Samsudin, 43, who admitted to transferring RM1,367,530.77 belonging to Helen Tan Boon See, 63, into a bank account under his company AW Builders and Renovation Sdn Bhd. The offence was committed at a premise in Sentul on April 19, and he was charged under Section 424 of the Penal Code, which carries a maximum sentence of five years in prison, a fine, or both. Subsequently, Azwan and his father-in-law Muhamad Dzulhasymi Ishak, 48, were each sentenced to six months in prison after pleading guilty to the same offence involving RM146,090 belonging to Saw Teong Soon, 48. They transferred the money into the same bank account at 11:18am on January 14 and were charged under the same Act and section. Hamidah ordered both Azwan’s prison sentences to run concurrently from the date of arrest on June 28, while Dzulhasymi was also ordered to begin his prison sentence on the same date. The case was handled by deputy public prosecutor Akmalzatul Mohamed Nawi, while both accused were unrepresented. In a separate Sessions Court, Judge Azrul Darus sentenced Dzulhasymi to six months in prison after he pleaded guilty to a similar offence involving RM757,850 belonging to the same victim (Tan) on April 24 at a premises in Sentul. Azrul ordered the sentence to begin immediately. Deputy public prosecutor Muhammad Amir Haniff Ahijman appeared for the prosecution. According to the facts of the case, the victim had come across the job offer on the Facebook page of ‘pulseplacex’. She then opened an account on a website, where her task was to book hotels through ‘pulseplacex’, and was required to top up her account if the balance was insufficient. She completed the first task and received a return on her money, which led her to believe the job was legitimate. Consequently, she made several transfers into the accused’s bank account between January and April. She was later contacted by ‘pulseplacex,’ informing her that her money could not be returned because the authorities were investigating them. They also demanded more than RM2 million from the victim to avoid being arrested. Both the accused were later apprehended and they could not explain the transfers into Azwan’s company bank account. — Bernama "
https://selangorjournal.my/2024/07/unemployed-man-jailed-for-robbing-boy-impersonating-policeman/,"Unemployed man jailed for robbing boy, impersonating policeman",2024-07-03T19:18:44+08:00,"KUALA LUMPUR, July 3 — An unemployed man who impersonated a police officer was sentenced to one year in jail and three strokes of the cane by the Sessions Court today for robbery. Judge Datuk Nu’aman Mahmud Zuhudi handed down the sentence on M. Nantha Kumar, 36, after he pleaded guilty to the charge. He was charged with robbing a bag containing two mobile phones and a MyKid card belonging to an 11-year-old boy. The offence was committed at Jalan Pinggir Off Jalan Ipoh, Sentul, at 5pm on November 26 last year. Nantha was charged under Section 392 of the Penal Code, which carries a maximum prison sentence of 14 years and a fine or whipping upon conviction. Based on the case facts, the accused, claiming to be a police officer, stopped the boy who was riding a bicycle and grabbed the bag from him before fleeing. Deputy Public Prosecutor Illya Syaheedah Mohd Razif appeared for the prosecution, while Nantha was unrepresented. — Bernama "
https://selangorjournal.my/2024/07/disabled-man-charged-with-matricide/,Disabled man charged with matricide,2024-07-03T19:13:50+08:00,"JEMPOL, July 3 — A disabled man was charged at the Bahau Magistrate’s Court today with the murder of his mother last month. The charge was read before Magistrate Norshazwani Ishak; however, no plea was recorded as murder cases fall under the jurisdiction of the High Court. Lai Jun Yong, 33, is accused of causing the death of Chew Sok Ha, 63, at a housing estate in Bahau at 11.55am on June 25 and was charged under Section 302 of the Penal Code, which carries the death penalty upon conviction. Deputy public prosecutor Farahidah Zool Beri requested that the accused be sent to Hospital Permai, Johor, for a mental assessment under Section 342 of the Criminal Procedure Code. Norshazwani granted the request to determine if he has any mental issues and scheduled the case mention for August 5. On June 25, Jempol district police chief Supt Hoo Chang Hook said the accused, who holds a disabled person’s card, and his mother were believed to have argued and struggled before the elderly woman was found unconscious in their home’s compound. — Bernama "
https://selangorjournal.my/2024/07/woman-duped-of-rm1-6-mln-in-cryptocurrency-investment-scam/,Woman duped of RM1.6 mln in cryptocurrency investment scam,2024-07-03T19:12:20+08:00,"KUALA TERENGGANU, July 3 — A 49-year-old woman lost RM1.6 million after falling victim to a non-existent cryptocurrency investment scheme advertised on a website. Terengganu police chief Datuk Mohd Khairi Khairudin said the victim, from Kuala Terengganu, saw an advertisement for a man’s financial success on a website in December last year. She then filled in a form on the website before being contacted by an individual via WhatsApp. “The victim was invited to join a WhatsApp group related to share management by the same individual. After three months, the victim was invited to join another WhatsApp group. “Several individuals then taught the victim to invest and she made cash transactions to a bank account number given to her,” he said in a statement today. Khairi said the unemployed victim made several investments from March 14 until June 28 using money from her family and the sale of assets. She was promised lucrative returns of about RM90 million in a short period. “Until today, the victim has not received the promised returns and all her voice messages and calls were blocked. “She then lodged a report at the Dungun district police Headquarters,” he said. — Bernama "
