Title,Summary,Link,Author,Published Date,Published Time
Asian hate on the rise,"While we can, and should, empathise with Asian-Americans facing racist violence in the United States, we should also reflect on our own attitudes at home.",https://www.thestar.com.my/opinion/columnists/musings/2021/03/28/asian-hate-on-the-rise,Marina Mahathir,28 Mar 2021,07:00 AM
"IGP: Three men had plotted to kill Dr Mahathir, ministers last year","KUALA LUMPUR: A total of two Malaysians and an Indonesian had plotted to kill former premier Tun Dr Mahathir Mohamad and a few ministers last year, says Inspector-General of Police Tan Sri Abdul Hamid Bador.",https://www.thestar.com.my/news/nation/2021/03/27/igp-three-men-had-plotted-to-kill-dr-mahathir-ministers-last-year,Farik Zolkepli,27 Mar 2021,09:02 AM
"5,000kg of milk seized in JB for failing to comply with import regulations","JOHOR BARU: Some 5,000kg of milk from Singapore have been seized by the Malaysian Quarantine and Inspection Services Department (Maqis) for failing to adhere to the import regulations here.",https://www.thestar.com.my/news/nation/2021/03/26/5000kg-of-milk-seized-in-jb-for-failing-to-comply-with-import-regulations,Venesa Devi,26 Mar 2021,09:34 PM
"Lance corporal found dead in car with gunshot wounds had permission to keep gun, say Seremban police","SEREMBAN: The 35-year-old lance corporal, who was found dead with his seven-year-old son in a car with gunshot wounds, had permission to keep the pistol used in the incident, says Seremban OCPD ACP Mohd Said Ibrahim.",https://www.thestar.com.my/news/nation/2021/03/26/lance-corporal-found-dead-in-car-with-gunshot-wounds-had-permission-to-keep-gun-say-seremban-police,Sarban Singh,26 Mar 2021,08:59 PM
Cop and seven-year-old son found dead in car with gunshot wounds,SEREMBAN: A police corporal and his seven-year-old son were found dead in a car with gunshot wounds in Taman Sentosa Jaya here.,https://www.thestar.com.my/news/nation/2021/03/26/cop-and-seven-year-old-son-found-dead-in-car,Sarban Singh,26 Mar 2021,09:05 AM
A policewoman and her reluctant mum,"DATUK Dr Lee Bee Phang (pic), who recently made history by becoming the first woman of Chinese descent to have been promoted to Commissioner of Police, recalled how she won over her mother who was not supportive of her career choice some 34 years ago, Sin Chew Daily reported.",https://www.thestar.com.my/news/nation/2021/03/26/a-policewoman-and-her-reluctant-mum,N/A,26 Mar 2021,07:00 AM
Keen to follow indad’s footsteps,FIVE-YEAR-OLD Furqan Mikael Rahmat got quite the birthday surprise when his wish to wear his very own police uniform came true.,https://www.thestar.com.my/metro/metro-news/2021/03/26/keen-to-follow-indads-footsteps,Imran Hilmy,26 Mar 2021,07:00 AM
Cops welcome their youngest and cutest officer,"KEPALA BATAS: Throughout his 15-minute ride in a police patrol car, not once did six-year-old Muhammad Firash Arrayan Muhammad, who is suffering from leukaemia, remove the blue beret he proudly wore as a policeman for a day.",https://www.thestar.com.my/news/nation/2021/03/26/cops-welcome-their-youngest-and-cutest-officer,Lo Tern Chern,26 Mar 2021,07:00 AM
High Court to hear Ismail Sabri's defamation suit against former Bersatu women's chief on Oct 1,KUALA LUMPUR: The High Court has fixed Oct 1 to hear the defamation lawsuit filed by Senior Minister Datuk Seri Ismail Sabri Yaakob against the former women's chief of Parti Pribumi Bersatu Malaysia Anina Saadudin over her Facebook posts.,https://www.thestar.com.my/news/nation/2021/03/25/high-court-to-hear-ismail-sabri039s-defamation-suit-against-former-bersatu-women039s-chief-on-oct-1,Nurbaiti Hamdan,25 Mar 2021,03:45 PM
Safeguarding judicial independence,BERSIH 2.0 and the Bar Council organised a webinar last Monday on judicial independence. An incisive and well-researched report was presented and discussed by the panelists.,https://www.thestar.com.my/opinion/columnists/reflecting-on-the-law/2021/03/25/safeguarding-judicial-independence,Shad Saleem Faruqi,25 Mar 2021,07:00 AM
"Two Vietnamese fishing boats, 19 crew members held for poaching",PASIR PUTEH (Bernama): The Malaysia Maritime Enforcement Agency (MMEA) detained two Vietnamese fishing boats and 19 crew members on Tuesday (March 23) for poaching in Malaysian waters in separate incidents.,https://www.thestar.com.my/news/nation/2021/03/24/two-vietnamese-fishing-boats-19-crew-members-held-for-poaching,Santhakumar A L,24 Mar 2021,06:39 PM
"Govt doctor loses about RM300,000 to Macau scam","SEREMBAN: A 25-year-old doctor at a government hospital here has been scammed of more than RM290,000 after getting a call that accused him of not paying his income tax and being involved in money laundering and drug-related activities.",https://www.thestar.com.my/news/nation/2021/03/23/govt-doctor-loses-about-rm300000-to-macau-scam,Sarban Singh Sarbans Thestar.Com.My,23 Mar 2021,07:00 AM
"AGC, police ordered to update Indira on their efforts to nab fugitive","IPOH: The Attorney General’s Chambers (AGC) and the police have been ordered by the High Court to provide an update on the enforcement efforts to capture Muhammad Riduan Abdullah, the fugitive ex-husband of kindergarten teacher M. Indira Gandhi.",https://www.thestar.com.my/news/nation/2021/03/23/agc-police-ordered-to-update-indira-on-their-efforts-to-nab-fugitive,Ivan Loh Ivanloh Thestar.Com.My,23 Mar 2021,07:00 AM
BBC journalist freed in Myanmar as anti-coup protests roll on,"YANGON (AFP): A BBC journalist held in Myanmar has been freed, the broadcaster said on Monday (March 22), as demonstrators took to the streets for fresh anti-coup protests against the military.",https://www.thestar.com.my/aseanplus/aseanplus-news/2021/03/22/bbc-journalist-freed-in-myanmar-as-anti-coup-protests-roll-on,N/A,22 Mar 2021,05:19 PM
Myanmar activists plan new protests after weekend bloodshed,YANGON (Reuters): Myanmar activists plan fresh protests on Monday including a call for vehicle convoys to drive through intersections honking horns with occupants raising three-finger anti-coup salutes despite reports of security forces killing more people at the weekend.,https://www.thestar.com.my/aseanplus/aseanplus-news/2021/03/22/myanmar-activists-plan-new-protests-after-weekend-bloodshed,N/A,22 Mar 2021,10:58 AM
Dear Thelma: My sister is dating a sex-addicted ex-druggie and giving him money,This brother confides in Thelma about his deep concern for his sister and how her relationship with the man is affecting her and their family.,https://www.thestar.com.my/lifestyle/living/dear-thelma/2021/03/21/dear-thelma-my-sister-is-dating-an-ex-druggie-and-giving-him-money,"Thelma, Lrm",21 Mar 2021,03:00 PM
Calls for clean-up in police force,PETALING JAYA: Several civil groups and NGOs have called for a clean-up of the police force and a Royal Commission of Inquiry (RCI) to be set up following allegations by Inspector-General of Police Tan Sri Abdul Hamid Bador that a group of junior police officers is trying to topple him.,https://www.thestar.com.my/news/nation/2021/03/20/calls-for-clean-up-in-police-force,"Joanne, Rodius Timbuong Rashvinjeet, Jo Timbuong, Rashvinjeet S. Bedi, Austin Camoens Newsdesk Thestar.Com.My",20 Mar 2021,07:00 AM
Cabinet okays 'compulsory work' instead of jail time for sentences up to three years,IPOH (Bernama): The Cabinet has approved the Compulsory Attendance Order (CAO) to be extended to detainees serving sentences of up to three years in a bid to overcome the problem of overcrowded prisons.,https://www.thestar.com.my/news/nation/2021/03/19/cabinet-okays-039compulsory-work039-instead-of-jail-time-for-sentences-three-years-and-below,N/A,19 Mar 2021,08:09 PM
KPDNHEP plans to introduce special online business license to protect consumers from scammers,"Through the licence, sellers would be subjected to conditions while consumers would be able to make online purchases without worrying about the legitimacy and reputation of the traders.",https://www.thestar.com.my/tech/tech-news/2021/03/19/kpdnhep-plans-to-introduce-special-online-business-license-to-protect-consumers-from-scammers,N/A,19 Mar 2021,01:22 PM
Prosecution closes its case in Ahmad Zahid’s graft trial,"KUALA LUMPUR: The prosecution in the graft trial of Datuk Seri Dr Ahmad Zahid Hamidi, involving tens of millions of ringgit belonging to charitable foundation Yayasan Akalbudi funds, has closed its case after its final witness completed his testimony.",https://www.thestar.com.my/news/nation/2021/03/19/prosecution-closes-its-case-in-ahmad-zahids-graft-trial,Nurbaiti Hamdan,19 Mar 2021,01:03 PM
"Ahmad Zahid trial: Yayasan Akalbudi did not operate from address registered with SSM, court told",KUALA LUMPUR: The High Court heard that Datuk Seri Ahmad Zahid Hamidi's charity foundation Yayasan Akalbudi did not operate from the address it registered with the Companies Commission of Malaysia (SSM).,https://www.thestar.com.my/news/nation/2021/03/18/ahmad-zahid-trial-yayasan-akalbudi-did-not-operate-from-address-registered-with-ssm-court-told,Nurbaiti Hamdan,18 Mar 2021,05:49 PM
Peter Anthony fails in bid to transfer case to KK,KUALA LUMPUR (Bernama): Former Sabah Infrastructure Development minister Datuk Peter Anthony’s case for alleged falsifying of documents will be heard at the Sessions Court here next month.,https://www.thestar.com.my/news/nation/2021/03/18/peter-anthony-fails-in-bid-to-transfer-case-to-kk,Santhakumar A L,18 Mar 2021,03:32 PM
Protect the Malayan tiger at all cost,,https://www.thestar.com.my/opinion/letters/2021/03/16/protect-the-malayan-tiger-at-all-cost,N/A,16 Mar 2021,12:50 PM
Pastor accused of molest in high spirits at Penang court,GEORGE TOWN: A 55-year-old South Korean pastor who is speech-and hearing-impaired seemed to be in high spirits when his case for molest was mentioned at a Magistrate's Court here.,https://www.thestar.com.my/news/nation/2021/03/15/pastor-accused-of-molest-in-high-spirits-at-penang-court,N. Trisha,15 Mar 2021,02:31 PM
‘RM10k fines may lead to complications’,"PETALING JAYA: The issuance of RM10,000 compounds for standard operating procedure (SOP) violations has perplexed many people.",https://www.thestar.com.my/news/nation/2021/03/13/rm10k-fines-may-lead-to-complications,Farik Zolkepli,13 Mar 2021,07:00 AM
"Zahid asked for RM10mil donation from S'porean businessman, says witness","KUALA LUMPUR (Bernama): The High Court was told that Datuk Seri Ahmad Zahid Hamidi had requested for a RM10mil donation from a Singaporean entrepreneur for Yayasan Akalbudi owned by the former deputy prime minister, through Messrs Lewis & Co.",https://www.thestar.com.my/news/nation/2021/03/11/zahid-asked-for-rm10mil-donation-from-s039porean-businessman-says-witness,N/A,11 Mar 2021,07:08 PM
Ismail Sabri sues former Bersatu women's chief for defamation,KUALA LUMPUR (Bernama): Datuk Seri Ismail Sabri Yaakob is suing former Parti Pribumi Bersatu Malaysia (Bersatu) Wanita chief Anina Saadudin for allegedly defaming him on Facebook and accusing him of being incompetent in discharging his duties during the implementation of the movement control order.,https://www.thestar.com.my/news/nation/2021/03/11/ismail-sabri-sues-former-bersatu-women039s-chief-for-defamation,Santhakumar A L,11 Mar 2021,02:07 PM
Melaka police arrest group with fake JP titles in special ops,MELAKA: Melaka police have arrested a group of people with fake Justice of Peace (JP) titles during the second phase of a special operation against such individuals.,https://www.thestar.com.my/news/nation/2021/03/11/melaka-police-arrest-group-with-fake-jp-titles-in-special-ops,Rsn Murali Murali Thestar.Com.My,11 Mar 2021,07:00 AM
Datuk registry a good move,"PETALING JAYA: The move to set up a national body to register genuine title holders will help restore public confidence in honorific awards, says Tan Sri Lee Lam Thye.",https://www.thestar.com.my/news/nation/2021/03/10/datuk-registry-a-good-move,"Erle Martin, Martin Carvalho, Justin Zack Newsdesk Thestar.Com.My",10 Mar 2021,07:00 AM
Cops arrest man for allegedly insulting Islam,KUALA LUMPUR: Police have arrested a man for allegedly insulting Islam and insinuating that he would convert a Muslim woman.,https://www.thestar.com.my/news/nation/2021/03/09/cops-arrest-man-for-allegedly-insulting-islam,Justin Zack,9 Mar 2021,09:23 PM
Parents seeking answers to son's death in custody dismayed as inquest hits a snag,GEORGE TOWN: Distraught parents Zaidi Mohd Din and Fazilah Othman have had only one thing on their mind these past two years: finding out how and why their 29-year-old son died in police custody.,https://www.thestar.com.my/news/nation/2021/03/09/parents-seeking-answers-to-son039s-death-in-custody-dismayed-as-inquest-hits-a-snag,N. Trisha,9 Mar 2021,05:13 PM
Govt to get more women to join in nation-building,"PUTRAJAYA: While acknowledging that efforts to empower women still need some work to be done, the government has taken measures to ensure that women continue to participate in nation-building through economic initiatives and encouraging shared responsibility, says the Prime Minister.",https://www.thestar.com.my/news/nation/2021/03/09/govt-to-get-more-women-to-join-in-nation-building,"Nik Mazwin, Binti Nik Anis",9 Mar 2021,07:00 AM
"No documents found on Yayasan Akalbudi's contributions over purchase of bungalows in Kajang, says witness","KUALA LUMPUR (Bernama): An investigating officer told the High Court here that he found it strange that there were no documents of contributions made by Datuk Seri Ahmad Zahid Hamidi’s Yayasan Akalbudi to Yayasan Al-Falah - chaired by his brother - Datuk Seri Mohamad Nasaee Ahmad Tarmizi over the purchase of two bungalow lots in Country Heights, Kajang.",https://www.thestar.com.my/news/nation/2021/03/08/no-documents-founds-on-yayasan-akalbudi039s-contributions-over-purchase-of-bungalows-in-kajang-says-witness,N/A,8 Mar 2021,11:34 PM
Asean News Headlines as at 7pm on Saturday (March 6),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Saturday(March 6),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/03/06/asean-news-headlines-as-at-7pm-on-saturday-march-6,S. Navalan,6 Mar 2021,09:53 PM
‘Firms that paid   Zahid had no   business activities’,"KUALA LUMPUR: The High Court here has been told that despite not carrying out any business activities, there were large cash withdrawals and deposits made to the bank account of a company allegedly involved in Datuk Seri Dr Ahmad Zahid Hamidi’s corruption case.",https://www.thestar.com.my/news/nation/2021/03/06/firms-that-paid-zahid-had-no-business-activities,N/A,6 Mar 2021,07:00 AM
Public warned against falling for vaccine sales scams,KUALA LUMPUR: Datuk Seri Michael Chong has cautioned the public about widespread Covid-19 vaccine scams.,https://www.thestar.com.my/news/nation/2021/03/06/public-warned-against-falling-for-vaccine-sales-scams,Rashvinjeet,6 Mar 2021,07:00 AM
"""Mr Fix It"" warns the public to be wary of Covid-19 vaccine scams","KUALA LUMPUR: As Malaysia rolls out Covid-19 vaccinations, Datuk Seri Michael Chong warns the public to be wary of vaccine scams.",https://www.thestar.com.my/news/nation/2021/03/05/mr-fix-it-warns-the-public-to-be-wary-of-covid-19-vaccine-scams,Rashvinjeet S. Bedi,5 Mar 2021,01:34 PM
Prisoners put to work in Thai factories desperate for labour,"Facing an acute labour shortage after the pandemic-induced lockdown sparked an exodus of migrant workers, Thailand has a solution: Get prisoners to work in factories.",https://www.thestar.com.my/aseanplus/aseanplus-news/2021/03/05/prisoners-put-to-work-in-thai-factories-desperate-for-labour,N/A,5 Mar 2021,01:06 PM
Coordinated effort to ensure all sectors in Sibu division adhere to SOP,SARAWAK has formed an integrated standard operating procedure monitoring team led by the police to control the spread of Covid-19 cases in Sibu district.,https://www.thestar.com.my/metro/metro-news/2021/03/05/coordinated-effort-to-ensure-all-sectors-in-sibu-division-adhere-to-sop,Andy Chua Andychua Thestar.Com.My,5 Mar 2021,07:00 AM
Melaka cops issue 92 traffic summonses to 63 students 'celebrating' end of SPM,"MELAKA: Traffic police issued 92 summonses to 63 students for ""celebrating"" the end of SPM examination at two locations in Klebang here.",https://www.thestar.com.my/news/nation/2021/03/04/melaka-cops-issue-92-traffic-summonses-to-63-students-039celebrating039-end-of-spm,Fiqa Jamal,4 Mar 2021,12:03 PM
Deloitte to pay RM324mil as settlement to the govt,Payment is to resolve claims related to 1MDB and SRC,https://www.thestar.com.my/business/business-news/2021/03/04/deloitte-to-pay-rm324mil-as-settlement-to-the-govt,Eugene,4 Mar 2021,07:00 AM
Kuantan ready for challenges as a city,"WITH Kuantan in Pahang now declared a city, development must come with the forming of a community with a first-class mindset, says Pahang Mentri Besar Datuk Seri Wan Rosdy Wan Ismail.",https://www.thestar.com.my/metro/metro-news/2021/03/03/kuantan-ready-for-challenges-as-a-city,Ong Han Sean Hansean Thestar.Com.My,3 Mar 2021,07:00 AM
Myanmar police fire stun grenades as South-East Asian ministers move in for talks,Myanmar police opened fire on Tuesday to disperse crowds protesting against a military coup as foreign ministers of neighbouring countries prepared to hold talks with the junta in a bid to find a peaceful way out of the crisis.,https://www.thestar.com.my/aseanplus/aseanplus-news/2021/03/02/myanmar-police-fire-stun-grenades-as-south-east-asian-ministers-move-in-for-talks,N/A,2 Mar 2021,05:37 PM
'Datuk Seri Robin Hood' nabbed for extortion,"JOHOR BARU: A 56-year-old ""Datuk Seri"" said to be active in charity work was arrested after extorting two men, including a police inspector, in Bandar Seri Alam here.",https://www.thestar.com.my/news/nation/2021/03/02/039datuk-seri-robin-hood039-nabbed-for-extortion,Remar Nordin,2 Mar 2021,03:32 PM
Cosmetics entrepreneur missing during raid,"COSMETICS entrepreneur Nur Sajat (pic) was nowhere to be seen when police and religious authorities raided his home on Sunday night, Kosmo! reported.",https://www.thestar.com.my/news/nation/2021/03/02/cosmetics-entrepreneur-missing-during-raid,N/A,2 Mar 2021,07:00 AM
Nailing the VVIP drug lords,"IPOH: The police say that more than five drug syndicates in the country are believed to be linked to several VVIPs, and they are closer to taking action against them.",https://www.thestar.com.my/news/nation/2021/03/02/nailing-the-vvip-drug-lords,Manjit Kaur,2 Mar 2021,07:00 AM
"Cradle Fund murder trial: Cops seized soot-covered plastic bag containing SIM card, says witness","SHAH ALAM (Bernama): The High Court here was told that there were traces of soot on a white plastic bag containing a SIM card, which was found during a police inspection at Samirah Muzaffar’s parents’ residence in Taman Tun Dr Ismail.",https://www.thestar.com.my/news/nation/2021/03/01/cradle-fund-murder-trial-cops-seized-soot-covered-plastic-bag-containing-sim-card-says-witness,N/A,1 Mar 2021,09:37 PM
Criminal appeal hearings to begin via video-conferencing from Monday (March 1),"​​​​​​​PETALING JAYA: Virtual criminal appeal hearings will begin at the Federal Court, Appellate Courts and High Courts nationwide via video-conferencing from Monday (March 1), says the Federal Court’s Chief Registrar’s office.",https://www.thestar.com.my/news/nation/2021/02/28/criminal-appeal-hearings-to-begin-via-video-conferencing-from-monday-march-1,Zakiah Koya,28 Feb 2021,10:45 AM
Bukit Aman lauds heavier fines,"KUALA LUMPUR: Bukit Aman has welcomed the maximum RM10,000 fine for those who violate the movement control order regulations saying that repeat offenders are the ones who should fear the higher penalty.",https://www.thestar.com.my/news/nation/2021/02/27/bukit-aman-lauds-heavier-fines,"Farik Zolkepli, Justin Zack",27 Feb 2021,07:00 AM
"Cradle fund trial: Two mobile phones still in good condition, says witness",SHAH ALAM (Bernama): A witness in the murder trial of Cradle Fund chief executive officer Nazrin Hassan told the High Court on Friday (Feb 26) that the two mobile phones retrieved from the scene did not explode based on their physical condition.,https://www.thestar.com.my/news/nation/2021/02/26/cradle-fund-trial-two-mobile-phones-still-in-good-condition-says-witness,N/A,26 Feb 2021,09:35 PM
Lim Guan Eng wins appeal to reinstate award for damages for defamation by Perkasa,"PUTRAJAYA (Bernama): The Federal Court has reinstated the High Court's decision ordering Pertubuhan Pribumi Perkasa Malaysia (Perkasa) and its president Datuk Ibrahim Ali to pay RM150,000 in damages to former Penang Chief Minister Lim Guan Eng for defamation.",https://www.thestar.com.my/news/nation/2021/02/26/lim-guan-eng-wins-appeal-to-reinstate-award-for-damages-for-defamation-by-perkasa,Santhakumar A L,26 Feb 2021,01:47 PM
‘Unnatural sex’ law unconstitutional,KUALA LUMPUR: The Selangor state legislature has no power to enact law which criminalises unnatural sex as its authority is limited to purely religious offences.,https://www.thestar.com.my/news/nation/2021/02/26/unnatural-sex-law-unconstitutional,"Nurbaiti Hanim, Binti Hamdan, Nurbaiti Hamdan",26 Feb 2021,07:00 AM
Kuantan ready for challenges as a city,"WITH Kuantan in Pahang now declared a city, development must also come with the forming of a community with a first class",https://www.thestar.com.my/metro/metro-news/2021/02/25/kuantan-ready-for-challenges-as-a-city,Ong Han Sean,25 Feb 2021,07:00 AM
Sugarbook founder charged over sugar baby post,"SHAH ALAM: The founder of a “sugar baby” dating site, which published a post boasting about sugar babies from 10 local universities, has been charged in court.",https://www.thestar.com.my/news/nation/2021/02/25/sugarbook-founder-charged-over-sugar-baby-post,Nurbaiti Hamdan,25 Feb 2021,07:00 AM
Petty traders seek ways   to navigate the pandemic,"JOHOR Indian Petty Trade and Small Business Association (Jipta) is helping those who have lost their jobs amid the pandemic, start a food truck business.",https://www.thestar.com.my/metro/metro-news/2021/02/24/petty-traders-seek-ways-to-navigate-the-pandemic,"Jarod Lim, Stories Zazali Musa Metro Thestar.Com.My",24 Feb 2021,07:00 AM
"Contractor in Ipoh fined RM10,000 for falsifying documents","IPOH A 52-year-old contractor has been fined RM10,000 in default of nine months' jail for falsifying documents.",https://www.thestar.com.my/news/nation/2021/02/23/contractor-in-ipoh-fined-rm10000-for-falsifying-documents,Ili Aqilah,23 Feb 2021,12:05 PM
Asean News Headlines as at 7pm on Monday (Feb 22),News highlights from Asean countries in the Star-AseanPlus section for Monday  (Feb 22),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/23/asean-news-headlines-as-at-7pm-on-monday-feb-22,S. Navalan,23 Feb 2021,10:07 AM
Asean News Headlines as at 7pm on Monday (Feb 22),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Monday (Feb 22),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/22/asean-news-headlines-as-at-7pm-on-monday-feb-22,S. Navalan,22 Feb 2021,07:14 PM
Asean News Headlines on Sunday (Feb 21),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Sunday (Feb 21),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/22/asean-news-headlines-on-sunday-feb-21,S. Navalan,22 Feb 2021,10:12 AM
Asean News Headlines as at 7pm on Sunday (Feb 21),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Sunday (Feb 21),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/21/asean-news-headlines-as-at-7pm-on-sunday-feb-21,S. Navalan,21 Feb 2021,07:51 PM
"All exam locations will be safe for students, says Perak police chief","IPOH: All locations where students will be sitting for their examinations will be safe, says Perak police chief Datuk Comm Mior Faridalathrash Wahid.",https://www.thestar.com.my/news/nation/2021/02/21/all-exam-locations-will-be-safe-for-students-says-perak-police-chief,Ivan Loh,21 Feb 2021,10:19 AM
"Fake ‘Beijing police’ dupe engineer out of RM71,000","MELAKA: A 26-year-old engineer from Bukit Beruang here lost RM71,000 after receiving a call from “Beijing police” claiming he was being investigated.",https://www.thestar.com.my/news/nation/2021/02/17/fake-beijing-police-dupe-engineer-out-of-rm71000,N/A,17 Feb 2021,07:00 AM
Farmers selling pineapples at RM1 each to cut losses,"PINEAPPLE farmers in Johor had to sell their produce at RM1 each to cut their losses due to overproduction as demand for the fruit dropped during this movement control order period, Sinar Harian reported.",https://www.thestar.com.my/news/nation/2021/02/16/farmers-selling-pineapples-at-rm1-each-to-cut-losses,Mizan Kamalina Jummat,16 Feb 2021,07:00 AM
S. Korean pastor used hand sign to plead not guilty,GEORGE TOWN: A South Korean pastor who is speech- and hearing-impaired used hand sign to plead not guilty when charged with molest at a Magistrate’s Court here.,https://www.thestar.com.my/news/nation/2021/02/10/s-korean-chooses-finger-that-indicated-not-guilty-plea,"Trisha, Nanda Gopal, N. Trisha Trishang Thestar.Com.My",10 Feb 2021,07:00 AM
South Korean pastor pleads not guilty to molest charge,"GEORGE TOWN: A South Korean pastor, who is speech- and hearing-impaired, pleaded not guilty to a molest charge at a Magistrate’s Court here.",https://www.thestar.com.my/news/nation/2021/02/09/south-korean-pastor-pleads-not-guilty-to-molest-charge,N. Trisha,9 Feb 2021,11:27 AM
Navy intercepts boat with over 30 illegals in Johor waters,PETALING JAYA: The Royal Malaysian Navy has successfully intercepted a boat carrying over 30 illegal immigrants.,https://www.thestar.com.my/news/nation/2021/03/31/navy-intercepts-boat-with-over-30-illegals-in-johor-waters,Justin Zack,31 Mar 2021,04:48 PM
"Retiree, 74, taken for a million-ringgit ride by Macau scammers",PETALING JAYA: A 74-year-old retiree here lost about RM1mil to a Macau scam syndicate whose members posed as a policeman and a PosLaju employee.,https://www.thestar.com.my/news/nation/2021/02/04/retiree-74-taken-for-a-million-ringgit-ride-by-macau-scammers,Farik Zolkepli,4 Feb 2021,05:52 PM
Court says 'no' to Muda's bid for judicial review of its rejection by RoS,KUALA LUMPUR: The High Court here has dismissed a leave application by youth movement Muda in its bid to challenge the Registrar of Societies' (RoS) rejection of its application to be registered as a political party.,https://www.thestar.com.my/news/nation/2021/02/04/court-says-039no039-to-muda039s-bid-for-judicial-review-of-its-rejection-by-ros,Nurbaiti Hamdan,4 Feb 2021,12:20 PM
Asean News Headlines as at 7pm on Tuesday (Feb 2),News highlights from Asean countries in the Star-AseanPlus section for Tuesday (Feb 2),https://www.thestar.com.my/aseanplus/2021/02/03/asean-news-headlines-as-at-7pm-on-tuesday-feb-2,N/A,3 Feb 2021,11:04 AM
Asean News Headlines as at 7pm on Tuesday (Feb 2),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Tuesday (Feb 2) .,https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/02/asean-news-headlines-as-at-7pm-on-tuesday-feb-2,S. Navalan,2 Feb 2021,08:07 PM
Asean News Headlines as at 7pm on Monday (Feb 1),News highlights from Asean countries in the Star-AseanPlus section for Monday (Feb 1),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/02/asean-news-headlines-as-at-7pm-on-monday-feb-1,S. Navalan,2 Feb 2021,10:05 AM
Asean News Headlines as at 7pm on Monday (Feb 1),Here's a look at the news highlights from Asean countries in the Star-AseanPlus section for Monday (Feb 1),https://www.thestar.com.my/aseanplus/aseanplus-news/2021/02/01/asean-news-headlines-as-at-7pm-on-monday-feb-1,N/A,1 Feb 2021,08:48 PM
"Governments tap Covid data for other uses, risking backlash","In early 2020, as the coronavirus began to ricochet around the world with terrifying consequence, Harish Pillay decided to do whatever he could to help stop the spread.",https://www.thestar.com.my/tech/tech-news/2021/02/01/governments-tap-covid-data-for-other-uses-risking-backlash,Jamie Tarabay,1 Feb 2021,08:05 PM
Politician's wife faces gallows over trafficking charge,"KUALA LUMPUR: A politician's wife is facing the gallows after being charged in an Ampang magistrate's court here with three drug-related offences, including trafficking cannabis.",https://www.thestar.com.my/news/nation/2021/02/01/politician039s-wife-faces-gallows-over-trafficking-charge,Nurbaiti Hamdan,1 Feb 2021,06:20 PM
Indonesia drops in graft index for first time in Jokowi presidency,"INDONESIA, Jan 30 (Jakarta Post/ANN): After years of sluggish progress, experts and businesspeople believe Indonesia’s anticorruption campaign went backward in 2020 as the nation scored lower in a global graft assessment.",https://www.thestar.com.my/aseanplus/aseanplus-news/2021/01/30/indonesia-drops-in-graft-index-for-first-time-in-jokowi-presidency,N/A,30 Jan 2021,08:39 PM
"Hey, do you know we're suffering?","From Kuik Cheng Kang, Sin Chew Daily.",https://www.thestar.com.my/opinion/letters/2021/01/29/hey-do-you-know-we039re-suffering,N/A,29 Jan 2021,09:24 AM
International Macau scam mastermind nabbed in KL,"KUALA LUMPUR: The mastermind of an international Macau scam, who is wanted in Taiwan, has been arrested in Ampang.",https://www.thestar.com.my/news/nation/2021/01/28/international-macau-scam-mastermind-nabbed-in-kl,Farik Zolkepli Farik Thestar.Com.My,28 Jan 2021,07:00 AM
Cops arrest nine at massage centre in Johor,"ISKANDAR PUTERI: Police have arrested nine people, including three foreign women during a raid at a massage centre in Taman Bukit Indah, here.",https://www.thestar.com.my/news/nation/2021/01/27/cops-arrest-nine-at-massage-centre-in-johor,Remar Nordin,27 Jan 2021,10:38 AM
New chairs and tables given to hospital,"MALAYSIA Crime Prevention Foundation (MCPF) Langkawi branch has donated chairs and tables worth RM25,000 to Hospital Sultanah Maliha on the holiday island in Kedah.",https://www.thestar.com.my/metro/metro-news/2021/01/27/new-chairs-and-tables-given-to-hospital,N/A,27 Jan 2021,07:00 AM
"High Court proposes Najib, Tony Pua settle suit amicably",KUALA LUMPUR (Bernama): The High Court here today proposed that a suit filed by Damansara MP Tony Pua Kiam Wee against former prime minister Datuk Seri Najib Tun Razak four years ago for alleged misfeasance in public office in relation to 1MDB funds be settled amicably.,https://www.thestar.com.my/news/nation/2021/01/26/high-court-proposes-najib-tony-pua-settle-suit-amicably,N/A,26 Jan 2021,03:57 PM
Investigating the scene of death,"Not only has death surrounded this death investigator’s lifelong work, it has also featured largely in her personal life.",https://www.thestar.com.my/lifestyle/family/2021/01/22/investigating-the-scene-of-death,Ming Teoh,23 Jan 2021,10:00 AM
